Date,Price,Ticker
2020-04-28,4.245805740356445,F
2020-04-29,4.1511030197143555,F
2020-04-30,4.016941547393799,F
2020-05-01,3.8827812671661377,F
2020-05-04,3.835430145263672,F
2020-05-05,3.9222395420074463,F
2020-05-06,3.8433215618133545,F
2020-05-07,3.8433215618133545,F
2020-05-08,4.135319709777832,F
2020-05-11,4.0406174659729,F
2020-05-12,3.930131435394287,F
2020-05-13,3.7249438762664795,F
2020-05-14,3.859104633331299,F
2020-05-15,3.866997480392456,F
2020-05-18,4.190562725067139,F
2020-05-19,4.182670593261719,F
2020-05-20,4.332615375518799,F
2020-05-21,4.443101406097412,F
2020-05-22,4.458883285522461,F
2020-05-26,4.608829021453857,F
2020-05-27,4.758774280548096,F
2020-05-28,4.616721153259277,F
2020-05-29,4.5062360763549805,F
2020-06-01,4.632504463195801,F
2020-06-02,4.656180381774902,F
2020-06-03,4.885043621063232,F
2020-06-04,5.184933662414551,F
2020-06-05,5.792604446411133,F
2020-06-08,5.942548751831055,F
2020-06-09,5.713686466217041,F
2020-06-10,5.374336242675781,F
2020-06-11,4.837692737579346,F
2020-06-12,5.098122596740723,F
2020-06-15,5.129690170288086,F
2020-06-16,5.169149398803711,F
2020-06-17,4.995528697967529,F
2020-06-18,4.995528697967529,F
2020-06-19,4.916610240936279,F
2020-06-22,4.9560699462890625,F
2020-06-23,4.853476524353027,F
2020-06-24,4.6956400871276855,F
2020-06-25,4.758774280548096,F
2020-06-26,4.664072036743164,F
2020-06-29,4.742990493774414,F
2020-06-30,4.798234462738037,F
2020-07-01,4.719315052032471,F
2020-07-02,4.774559020996094,F
2020-07-06,4.885043621063232,F
2020-07-07,4.829801082611084,F
2020-07-08,4.806125164031982,F
2020-07-09,4.608829021453857,F
2020-07-10,4.814017295837402,F
2020-07-13,4.782450199127197,F
2020-07-14,5.019204616546631,F
2020-07-15,5.319094657897949,F
2020-07-16,5.4137959480285645,F
2020-07-17,5.366445064544678,F
2020-07-20,5.255959987640381,F
2020-07-21,5.271743297576904,F
2020-07-22,5.398011207580566,F
2020-07-23,5.508498191833496,F
2020-07-24,5.429579257965088,F
2020-07-27,5.469038486480713,F
2020-07-28,5.532174110412598,F
2020-07-29,5.461146831512451,F
2020-07-30,5.319094657897949,F
2020-07-31,5.216500282287598,F
2020-08-03,5.279634952545166,F
2020-08-04,5.4137959480285645,F
2020-08-05,5.492713928222656,F
2020-08-06,5.469038486480713,F
2020-08-07,5.4137959480285645,F
2020-08-10,5.595308780670166,F
2020-08-11,5.705793857574463,F
2020-08-12,5.6110920906066895,F
2020-08-13,5.547956466674805,F
2020-08-14,5.555848598480225,F
2020-08-17,5.508498191833496,F
2020-08-18,5.437471389770508,F
2020-08-19,5.421688079833984,F
2020-08-20,5.398011207580566,F
2020-08-21,5.255959987640381,F
2020-08-24,5.508498191833496,F
2020-08-25,5.476931095123291,F
2020-08-26,5.382229328155518,F
2020-08-27,5.4532551765441895,F
2020-08-28,5.476931095123291,F
2020-08-31,5.382229328155518,F
2020-09-01,5.3901214599609375,F
2020-09-02,5.484822750091553,F
2020-09-03,5.382229328155518,F
2020-09-04,5.445362567901611,F
2020-09-08,5.547956466674805,F
2020-09-09,5.500606060028076,F
2020-09-10,5.4532551765441895,F
2020-09-11,5.524281978607178,F
2020-09-14,5.618983745574951,F
2020-09-15,5.555848598480225,F
2020-09-16,5.540065765380859,F
2020-09-17,5.745253562927246,F
2020-09-18,5.705793857574463,F
2020-09-21,5.421688079833984,F
2020-09-22,5.350661277770996,F
2020-09-23,5.240175724029541,F
2020-09-24,5.255959987640381,F
2020-09-25,5.137583255767822,F
2020-09-28,5.279634952545166,F
2020-09-29,5.208608627319336,F
2020-09-30,5.255959987640381,F
2020-10-01,5.326985836029053,F
2020-10-02,5.437471389770508,F
2020-10-05,5.540065765380859,F
2020-10-06,5.508498191833496,F
2020-10-07,5.705793857574463,F
2020-10-08,5.800495624542236,F
2020-10-09,5.7215776443481445,F
2020-10-12,6.05303430557251,F
2020-10-13,6.124061584472656,F
2020-10-14,5.974116325378418,F
2020-10-15,6.013575553894043,F
2020-10-16,6.05303430557251,F
2020-10-19,5.9899001121521,F
2020-10-20,6.108276844024658,F
2020-10-21,6.195087909698486,F
2020-10-22,6.479193210601807,F
2020-10-23,6.439733982086182,F
2020-10-26,6.33713960647583,F
2020-10-27,6.250330448150635,F
2020-10-28,6.076710224151611,F
2020-10-29,6.234547138214111,F
2020-10-30,6.100385665893555,F
2020-11-02,6.084601402282715,F
2020-11-03,6.21876335144043,F
2020-11-04,6.029358386993408,F
2020-11-05,6.305572986602783,F
2020-11-06,6.1477370262146,F
2020-11-09,6.471302032470703,F
2020-11-10,6.613353729248047,F
2020-11-11,6.573895454406738,F
2020-11-12,6.479193210601807,F
2020-11-13,6.739623069763184,F
2020-11-16,6.9448113441467285,F
2020-11-17,6.905351638793945,F
2020-11-18,6.96059513092041,F
2020-11-19,6.96059513092041,F
2020-11-20,6.897459983825684,F
2020-11-23,6.992163181304932,F
2020-11-24,7.457780361175537,F
2020-11-25,7.1657819747924805,F
2020-11-27,7.173675537109375,F
2020-11-30,7.1657819747924805,F
2020-12-01,7.292049407958984,F
2020-12-02,7.26048469543457,F
2020-12-03,7.268375873565674,F
2020-12-04,7.370970726013184,F
2020-12-07,7.276268005371094,F
2020-12-08,7.2999444007873535,F
2020-12-09,7.457780361175537,F
2020-12-10,7.197349548339844,F
2020-12-11,7.11843204498291,F
2020-12-14,7.031620979309082,F
2020-12-15,7.221024990081787,F
2020-12-16,7.134215354919434,F
2020-12-17,7.1657819747924805,F
2020-12-18,7.0631890296936035,F
2020-12-21,7.04740571975708,F
2020-12-22,6.936919212341309,F
2020-12-23,7.094756603240967,F
2020-12-24,6.992163181304932,F
2020-12-28,7.015839099884033,F
2020-12-29,6.96059513092041,F
2020-12-30,6.992163181304932,F
2020-12-31,6.936919212341309,F
2021-01-04,6.723841190338135,F
2021-01-05,6.826433181762695,F
2021-01-06,6.976377964019775,F
2021-01-07,7.149997711181641,F
2021-01-08,7.1026482582092285,F
2021-01-11,7.339402198791504,F
2021-01-12,7.718209266662598,F
2021-01-13,7.718209266662598,F
2021-01-14,8.025992393493652,F
2021-01-15,7.757669925689697,F
2021-01-19,7.907613277435303,F
2021-01-20,8.570527076721191,F
2021-01-21,9.09928035736084,F
2021-01-22,9.091389656066895,F
2021-01-25,8.90987777709961,F
2021-01-26,8.83095645904541,F
2021-01-27,8.515283584594727,F
2021-01-28,8.460041999816895,F
2021-01-29,8.310099601745605,F
2021-02-01,8.546854019165039,F
2021-02-02,8.570527076721191,F
2021-02-03,8.838850021362305,F
2021-02-04,8.973012924194336,F
2021-02-05,9.083497047424316,F
2021-02-08,9.122957229614258,F
2021-02-09,9.41495418548584,F
2021-02-10,9.280794143676758,F
2021-02-11,9.036145210266113,F
2021-02-12,9.036145210266113,F
2021-02-16,9.107172012329102,F
2021-02-17,9.059823036193848,F
2021-02-18,9.020362854003906,F
2021-02-19,9.138739585876465,F
2021-02-22,9.233442306518555,F
2021-02-23,9.170307159423828,F
2021-02-24,9.683277130126953,F
2021-02-25,9.280794143676758,F
2021-02-26,9.233442306518555,F
2021-03-01,9.454414367675781,F
2021-03-02,9.904247283935547,F
2021-03-03,9.604357719421387,F
2021-03-04,9.41495418548584,F
2021-03-05,9.683277130126953,F
2021-03-08,9.983165740966797,F
2021-03-09,9.920031547546387,F
2021-03-10,10.1883544921875,F
2021-03-11,10.109435081481934,F
2021-03-12,10.55137825012207,F
2021-03-15,10.417217254638672,F
2021-03-16,9.85689640045166,F
2021-03-17,10.01473331451416,F
2021-03-18,9.85689640045166,F
2021-03-19,10.125218391418457,F
2021-03-22,10.14100456237793,F
2021-03-23,9.635926246643066,F
2021-03-24,9.580682754516602,F
2021-03-25,9.722736358642578,F
2021-03-26,9.706953048706055,F
2021-03-29,9.588573455810547,F
2021-03-30,9.833220481872559,F
2021-03-31,9.667492866516113,F
2021-04-01,9.604357719421387,F
2021-04-05,10.022623062133789,F
2021-04-06,10.196245193481445,F
2021-04-07,10.046299934387207,F
2021-04-08,9.872681617736816,F
2021-04-09,9.872681617736816,F
2021-04-12,9.770087242126465,F
2021-04-13,9.628034591674805,F
2021-04-14,9.659602165222168,F
2021-04-15,9.659602165222168,F
2021-04-16,9.651708602905273,F
