Date,Price
,MOS
2020-04-29,10.947428703308105
2020-04-30,10.500412940979004
2020-05-01,10.171987533569336
2020-05-04,10.016901016235352
2020-05-05,10.746729850769043
2020-05-06,9.852690696716309
2020-05-07,10.12637710571289
2020-05-08,10.865326881408691
2020-05-11,10.235848426818848
2020-05-12,9.87093448638916
2020-05-13,9.305316925048828
2020-05-14,9.487773895263672
2020-05-15,9.195843696594238
2020-05-18,9.998655319213867
2020-05-19,10.062517166137695
2020-05-20,10.691996574401855
2020-05-21,10.536903381347656
2020-05-22,10.546027183532715
2020-05-26,11.084275245666504
2020-05-27,11.804980278015137
2020-05-28,11.129890441894531
2020-05-29,11.029539108276367
2020-06-01,11.421822547912598
2020-06-02,11.531296730041504
2020-06-03,12.56627368927002
2020-06-04,12.694499969482422
2020-06-05,12.914318084716797
2020-06-08,13.720314025878906
2020-06-09,13.509660720825195
2020-06-10,12.905159950256348
2020-06-11,11.458022117614746
2020-06-12,12.163272857666016
2020-06-15,12.245702743530273
2020-06-16,12.492999076843262
2020-06-17,12.190752029418945
2020-06-18,11.989251136779785
2020-06-19,11.815226554870605
2020-06-22,11.952613830566406
2020-06-23,11.833544731140137
2020-06-24,10.963433265686035
2020-06-25,11.274842262268066
2020-06-26,11.064180374145508
2020-06-29,11.586250305175781
2020-06-30,11.458022117614746
2020-07-01,11.32979679107666
2020-07-02,11.76943302154541
2020-07-06,12.035045623779297
2020-07-07,11.787750244140625
2020-07-08,11.091660499572754
2020-07-09,10.697818756103516
2020-07-10,11.2656831741333
2020-07-13,11.861021995544434
2020-07-14,11.998409271240234
2020-07-15,12.282339096069336
2020-07-16,12.09000015258789
2020-07-17,12.282339096069336
2020-07-20,11.76943302154541
2020-07-21,12.15411376953125
2020-07-22,12.282339096069336
2020-07-23,12.401410102844238
2020-07-24,12.520478248596191
2020-07-27,12.82272720336914
2020-07-28,12.364770889282227
2020-07-29,12.80440902709961
2020-07-30,12.364770889282227
2020-07-31,12.337297439575195
2020-08-03,12.52963638305664
2020-08-04,14.224068641662598
2020-08-05,14.9384765625
2020-08-06,14.782771110534668
2020-08-07,15.744476318359375
2020-08-10,16.852724075317383
2020-08-11,16.156633377075195
2020-08-12,15.945976257324219
2020-08-13,15.991772651672363
2020-08-14,16.330656051635742
2020-08-17,16.34897804260254
2020-08-18,16.74281883239746
2020-08-19,16.42225456237793
2020-08-20,16.31233787536621
2020-08-21,16.019250869750977
2020-08-24,16.944324493408203
2020-08-25,16.797773361206055
2020-08-26,16.91683578491211
2020-08-27,16.871044158935547
2020-08-28,17.319843292236328
2020-08-31,16.697021484375
2020-09-01,17.127500534057617
2020-09-02,17.34790802001953
2020-09-03,16.971378326416016
2020-09-04,17.017295837402344
2020-09-08,16.06220054626465
2020-09-09,16.50301170349121
2020-09-10,16.273418426513672
2020-09-11,16.81525230407715
2020-09-14,16.64995002746582
2020-09-15,16.558116912841797
2020-09-16,16.62240219116211
2020-09-17,17.687705993652344
2020-09-18,17.687705993652344
2020-09-21,16.356075286865234
2020-09-22,16.576480865478516
2020-09-23,16.76934242248535
2020-09-24,17.283620834350586
2020-09-25,17.072399139404297
2020-09-28,16.962188720703125
2020-09-29,16.512195587158203
2020-09-30,16.778522491455078
2020-10-01,16.33770751953125
2020-10-02,16.81525230407715
2020-10-05,17.706073760986328
2020-10-06,17.292804718017578
2020-10-07,18.128517150878906
2020-10-08,18.110149383544922
2020-10-09,18.100967407226562
2020-10-12,17.761165618896484
2020-10-13,17.706073760986328
2020-10-14,17.73361587524414
2020-10-15,17.89892578125
2020-10-16,17.577497482299805
2020-10-19,17.51321792602539
2020-10-20,17.301990509033203
2020-10-21,17.366273880004883
2020-10-22,17.182600021362305
2020-10-23,17.173418045043945
2020-10-26,16.668319702148438
2020-10-27,16.85198974609375
2020-10-28,16.594850540161133
2020-10-29,16.80607032775879
2020-10-30,16.98974609375
2020-11-02,17.963214874267578
2020-11-03,15.786688804626465
2020-11-04,15.382609367370605
2020-11-05,15.768322944641113
2020-11-06,15.511178016662598
2020-11-09,15.612196922302246
2020-11-10,16.18158721923828
2020-11-11,16.209135055541992
2020-11-12,15.942811965942383
2020-11-13,16.54892921447754
2020-11-16,17.246889114379883
2020-11-17,17.412195205688477
2020-11-18,17.623416900634766
2020-11-19,17.981578826904297
2020-11-20,18.00913429260254
2020-11-23,18.863210678100586
2020-11-24,21.287694931030273
2020-11-25,20.72749137878418
2020-11-27,20.828516006469727
2020-11-30,20.16728973388672
2020-12-01,19.983613967895508
2020-12-02,19.55099105834961
2020-12-03,19.541786193847656
2020-12-04,20.96852684020996
2020-12-07,20.296571731567383
2020-12-08,20.600332260131836
2020-12-09,20.62795066833496
2020-12-10,20.480676651000977
2020-12-11,20.462261199951172
2020-12-14,20.876483917236328
2020-12-15,21.27228546142578
2020-12-16,20.821250915527344
2020-12-17,21.263080596923828
2020-12-18,21.530017852783203
2020-12-21,21.299901962280273
2020-12-22,20.130891799926758
2020-12-23,20.33339500427246
2020-12-24,20.213733673095703
2020-12-28,19.891571044921875
2020-12-29,19.956005096435547
2020-12-30,20.3978271484375
2020-12-31,21.180238723754883
2021-01-04,21.787757873535156
2021-01-05,22.5977783203125
2021-01-06,23.978496551513672
2021-01-07,24.770109176635742
2021-01-08,24.678062438964844
2021-01-11,24.64124298095703
2021-01-12,26.196853637695312
2021-01-13,25.865478515625
2021-01-14,26.601865768432617
2021-01-15,26.362537384033203
2021-01-19,26.426973342895508
2021-01-20,26.233671188354492
2021-01-21,26.150835037231445
2021-01-22,26.07718849182129
