Date,Price
,CARR
2020-04-29,16.547649383544922
2020-04-30,16.61331558227539
2020-05-01,15.731524467468262
2020-05-04,15.38443660736084
2020-05-05,14.981062889099121
2020-05-06,15.281246185302734
2020-05-07,15.393820762634277
2020-05-08,17.223064422607422
2020-05-11,17.21368408203125
2020-05-12,16.697742462158203
2020-05-13,15.42195987701416
2020-05-14,15.525145530700684
2020-05-15,15.675240516662598
2020-05-18,16.463224411010742
2020-05-19,16.669597625732422
2020-05-20,17.570148468017578
2020-05-21,18.24556541442871
2020-05-22,17.87033462524414
2020-05-26,18.301849365234375
2020-05-27,18.752126693725586
2020-05-28,18.386276245117188
2020-05-29,19.20240020751953
2020-06-01,20.46880531311035
2020-06-02,20.037290573120117
2020-06-03,20.84403419494629
2020-06-04,21.275545120239258
2020-06-05,22.101055145263672
2020-06-08,22.860898971557617
2020-06-09,21.772729873657227
2020-06-10,20.82527732849121
2020-06-11,19.75586700439453
2020-06-12,20.206144332885742
2020-06-15,20.609516143798828
2020-06-16,20.703327178955078
2020-06-17,19.943485260009766
2020-06-18,19.934099197387695
2020-06-19,20.12171745300293
2020-06-22,21.33183479309082
2020-06-23,21.003507614135742
2020-06-24,20.46880531311035
2020-06-25,20.26167106628418
2020-06-26,19.74382781982422
2020-06-29,20.82658576965332
2020-06-30,20.920738220214844
2020-07-01,21.287935256958008
2020-07-02,21.570388793945312
2020-07-06,22.794376373291016
2020-07-07,22.60607147216797
2020-07-08,22.58724021911621
2020-07-09,22.51192283630371
2020-07-10,23.434616088867188
2020-07-13,22.86028289794922
2020-07-14,23.679410934448242
2020-07-15,24.903398513793945
2020-07-16,25.054040908813477
2020-07-17,24.931644439697266
2020-07-20,24.86573600769043
2020-07-21,25.01638412475586
2020-07-22,25.04463005065918
2020-07-23,25.750774383544922
2020-07-24,25.025794982910156
2020-07-27,24.715091705322266
2020-07-28,24.545623779296875
2020-07-29,25.59071159362793
2020-07-30,25.32708740234375
2020-07-31,25.647207260131836
2020-08-03,26.004987716674805
2020-08-04,26.146215438842773
2020-08-05,26.466337203979492
2020-08-06,26.616979598999023
2020-08-07,27.276046752929688
2020-08-10,27.737396240234375
2020-08-11,27.765642166137695
2020-08-12,28.048099517822266
2020-08-13,27.812719345092773
2020-08-14,27.79388999938965
2020-08-17,28.095178604125977
2020-08-18,27.737396240234375
2020-08-19,27.539676666259766
2020-08-20,27.31370735168457
2020-08-21,27.79388999938965
2020-08-24,28.603599548339844
2020-08-25,28.688339233398438
2020-08-26,29.21558952331543
2020-08-27,28.50944709777832
2020-08-28,28.528278350830078
2020-08-31,28.104591369628906
2020-09-01,28.528278350830078
2020-09-02,28.980215072631836
2020-09-03,27.614999771118164
2020-09-04,28.245819091796875
2020-09-08,27.840967178344727
2020-09-09,28.36821937561035
2020-09-10,27.43610954284668
2020-09-11,27.530261993408203
2020-09-14,27.445526123046875
2020-09-15,27.953948974609375
2020-09-16,28.481203079223633
2020-09-17,28.867229461669922
2020-09-18,28.9896297454834
2020-09-21,27.78447151184082
2020-09-22,28.490619659423828
2020-09-23,27.407859802246094
2020-09-24,28.132835388183594
2020-09-25,28.707168579101562
2020-09-28,28.942554473876953
2020-09-29,28.716583251953125
2020-09-30,28.75424575805664
2020-10-01,28.97079849243164
2020-10-02,29.403902053833008
2020-10-05,30.204198837280273
2020-10-06,29.667524337768555
2020-10-07,30.24185562133789
2020-10-08,30.08180046081543
2020-10-09,30.345420837402344
2020-10-12,31.070402145385742
2020-10-13,30.59022331237793
2020-10-14,30.60905647277832
2020-10-15,30.693790435791016
2020-10-16,30.844432830810547
2020-10-19,30.430166244506836
2020-10-20,31.286951065063477
2020-10-21,31.399938583374023
2020-10-22,31.908355712890625
2020-10-23,32.887550354003906
2020-10-26,31.73888397216797
2020-10-27,31.63532066345215
2020-10-28,31.352855682373047
2020-10-29,32.155094146728516
2020-10-30,31.513301849365234
2020-11-02,33.127193450927734
2020-11-03,34.87321472167969
2020-11-04,34.712764739990234
2020-11-05,36.05296325683594
2020-11-06,36.76081085205078
2020-11-09,36.61924362182617
2020-11-10,35.684879302978516
2020-11-11,35.92082595825195
2020-11-12,35.82645034790039
2020-11-13,36.137908935546875
2020-11-16,38.22367858886719
2020-11-17,38.09156036376953
2020-11-18,37.17606735229492
2020-11-19,36.93069076538086
2020-11-20,36.37384796142578
2020-11-23,36.59092712402344
2020-11-24,37.15719223022461
2020-11-25,36.439918518066406
2020-11-27,35.684879302978516
2020-11-30,35.93027114868164
2020-12-01,35.48667526245117
2020-12-02,34.75996017456055
2020-12-03,34.62783432006836
2020-12-04,35.581058502197266
2020-12-07,34.76939392089844
2020-12-08,35.20354080200195
2020-12-09,35.713199615478516
2020-12-10,35.430057525634766
2020-12-11,35.0714225769043
2020-12-14,34.56175231933594
2020-12-15,35.55274963378906
2020-12-16,35.86420822143555
2020-12-17,36.52485275268555
2020-12-18,36.60980224609375
2020-12-21,36.354976654052734
2020-12-22,36.00468444824219
2020-12-23,36.12775421142578
2020-12-24,35.872135162353516
2020-12-28,35.74905776977539
2020-12-29,35.19047546386719
2020-12-30,35.72065734863281
2020-12-31,35.711185455322266
2021-01-04,35.05792999267578
2021-01-05,35.919464111328125
2021-01-06,37.9171028137207
2021-01-07,38.90171813964844
2021-01-08,38.523014068603516
2021-01-11,39.35615539550781
2021-01-12,39.51709747314453
2021-01-13,39.176273345947266
2021-01-14,38.62715530395508
2021-01-15,38.22953414916992
2021-01-19,38.220054626464844
2021-01-20,37.90762710571289
2021-01-21,37.62361526489258
